=== preflight ===
NVIDIA GeForce RTX 3090, 24576 MiB
torch 1.13.1+cu117 | cuda True
  found: /home/asm242/entexBERT-2/DNABERT-2-117M-attention
  found: /home/asm242/reference_genome/hg38.fa
  found: /home/asm242/palmer_scratch/entex_data/hetSNVs.tsv
  found: /home/asm242/palmer_scratch/entexBERT-2_experiments/ADASTRA/ctcf_adastra_evalset.csv
  found: /home/asm242/palmer_scratch/entexBERT-2_experiments/EN-TEx/experiments/stage2_ctcf_asb/inputs/train.meta.csv
  found: /home/asm242/palmer_scratch/entexBERT-2_experiments/EN-TEx/experiments/stage2_ctcf_asb/inputs/dev.meta.csv

=== STEP A: select best 2a checkpoint ===
[STEP A] BEST 2a: s=20  dev_spearman=0.06330
[STEP A] ckpt = /home/asm242/palmer_scratch/entexBERT-2_experiments/EN-TEx/experiments/stage2_ctcf_asb/runs/asb_2a_s20
[STEP A] OK

=== STEP 2b: gentle unfreeze from best 2a (s=20) ===
{'loss': 0.2603, 'learning_rate': 1.2000000000000002e-06, 'epoch': 0.0}
{'loss': 0.5462, 'learning_rate': 2.337206343821559e-06, 'epoch': 0.45}
{'loss': 0.5334, 'learning_rate': 2.3346620303621404e-06, 'epoch': 0.45}
{'loss': 0.5388, 'learning_rate': 2.3321177169027224e-06, 'epoch': 0.45}
{'loss': 0.4532, 'learning_rate': 2.3295734034433043e-06, 'epoch': 0.45}
{'loss': 0.4067, 'learning_rate': 2.327029089983886e-06, 'epoch': 0.45}
{'loss': 0.2777, 'learning_rate': 2.324484776524468e-06, 'epoch': 0.45}
{'loss': 0.429, 'learning_rate': 2.3219404630650497e-06, 'epoch': 0.46}
{'loss': 0.4968, 'learning_rate': 2.3193961496056316e-06, 'epoch': 0.46}
{'loss': 0.3333, 'learning_rate': 2.3168518361462135e-06, 'epoch': 0.46}
{'loss': 0.3612, 'learning_rate': 2.314307522686795e-06, 'epoch': 0.46}
{'loss': 0.2294, 'learning_rate': 2.311763209227377e-06, 'epoch': 0.46}
{'loss': 0.3918, 'learning_rate': 2.3092188957679585e-06, 'epoch': 0.46}
{'loss': 0.456, 'learning_rate': 2.3066745823085404e-06, 'epoch': 0.47}
{'eval_loss': 0.3636673092842102, 'eval_mse': 0.3687405754700585, 'eval_pearson': 0.2219916460714379, 'eval_spearman': 0.06171167840082055, 'eval_auroc': 0.5252940181322793, 'eval_runtime': 19.9797, 'eval_samples_per_second': 1116.581, 'eval_steps_per_second': 17.468, 'epoch': 0.47}
{'loss': 0.4779, 'learning_rate': 2.3041302688491224e-06, 'epoch': 0.47}
{'loss': 0.6854, 'learning_rate': 2.301585955389704e-06, 'epoch': 0.47}
{'loss': 0.4783, 'learning_rate': 2.299041641930286e-06, 'epoch': 0.47}
{'loss': 0.4225, 'learning_rate': 2.2964973284708677e-06, 'epoch': 0.47}
{'loss': 0.5371, 'learning_rate': 2.2939530150114492e-06, 'epoch': 0.47}
{'loss': 0.2704, 'learning_rate': 2.2914087015520316e-06, 'epoch': 0.48}
{'loss': 0.4876, 'learning_rate': 2.288864388092613e-06, 'epoch': 0.48}
{'loss': 0.2879, 'learning_rate': 2.2863200746331946e-06, 'epoch': 0.48}
{'loss': 0.5305, 'learning_rate': 2.2837757611737765e-06, 'epoch': 0.48}
{'loss': 0.6824, 'learning_rate': 2.2812314477143585e-06, 'epoch': 0.48}
{'loss': 0.4877, 'learning_rate': 2.2786871342549404e-06, 'epoch': 0.48}
{'loss': 0.4258, 'learning_rate': 2.276142820795522e-06, 'epoch': 0.49}
{'loss': 0.4523, 'learning_rate': 2.273598507336104e-06, 'epoch': 0.49}
{'loss': 0.3913, 'learning_rate': 2.2710541938766858e-06, 'epoch': 0.49}
{'loss': 0.462, 'learning_rate': 2.2685098804172673e-06, 'epoch': 0.49}
{'loss': 0.3511, 'learning_rate': 2.2659655669578492e-06, 'epoch': 0.49}
{'loss': 0.1916, 'learning_rate': 2.263421253498431e-06, 'epoch': 0.49}
{'loss': 0.4729, 'learning_rate': 2.2608769400390127e-06, 'epoch': 0.5}
{'loss': 0.6564, 'learning_rate': 2.258332626579595e-06, 'epoch': 0.5}
{'loss': 0.2544, 'learning_rate': 2.2557883131201765e-06, 'epoch': 0.5}
{'loss': 0.3975, 'learning_rate': 2.253243999660758e-06, 'epoch': 0.5}
{'loss': 0.3478, 'learning_rate': 2.25069968620134e-06, 'epoch': 0.5}
{'loss': 0.2177, 'learning_rate': 2.248155372741922e-06, 'epoch': 0.5}
{'loss': 0.4868, 'learning_rate': 2.245611059282504e-06, 'epoch': 0.51}
{'loss': 0.3785, 'learning_rate': 2.2430667458230853e-06, 'epoch': 0.51}
{'eval_loss': 0.36126041412353516, 'eval_mse': 0.3665953382813933, 'eval_pearson': 0.2259763789004314, 'eval_spearman': 0.06624971230889735, 'eval_auroc': 0.5277083455651016, 'eval_runtime': 19.9733, 'eval_samples_per_second': 1116.943, 'eval_steps_per_second': 17.473, 'epoch': 0.51}
{'loss': 0.4212, 'learning_rate': 2.2405224323636673e-06, 'epoch': 0.51}
{'loss': 0.4772, 'learning_rate': 2.237978118904249e-06, 'epoch': 0.51}
{'loss': 0.3563, 'learning_rate': 2.2354338054448307e-06, 'epoch': 0.51}
{'loss': 0.5881, 'learning_rate': 2.2328894919854127e-06, 'epoch': 0.51}
{'loss': 0.647, 'learning_rate': 2.2303451785259946e-06, 'epoch': 0.52}
{'loss': 0.5067, 'learning_rate': 2.227800865066576e-06, 'epoch': 0.52}
{'loss': 0.4834, 'learning_rate': 2.225256551607158e-06, 'epoch': 0.52}
{'loss': 0.2639, 'learning_rate': 2.22271223814774e-06, 'epoch': 0.52}
{'loss': 0.6344, 'learning_rate': 2.2201679246883215e-06, 'epoch': 0.52}
{'loss': 0.4045, 'learning_rate': 2.2176236112289034e-06, 'epoch': 0.52}
{'loss': 0.3998, 'learning_rate': 2.2150792977694853e-06, 'epoch': 0.53}
{'loss': 0.4715, 'learning_rate': 2.2125349843100673e-06, 'epoch': 0.53}
{'loss': 0.3417, 'learning_rate': 2.2099906708506488e-06, 'epoch': 0.53}
{'loss': 0.7577, 'learning_rate': 2.2074463573912307e-06, 'epoch': 0.53}
{'loss': 0.6015, 'learning_rate': 2.2049020439318126e-06, 'epoch': 0.53}
{'loss': 0.5582, 'learning_rate': 2.202357730472394e-06, 'epoch': 0.53}
{'loss': 0.4604, 'learning_rate': 2.199813417012976e-06, 'epoch': 0.54}
{'loss': 0.5406, 'learning_rate': 2.197269103553558e-06, 'epoch': 0.54}
{'loss': 0.5079, 'learning_rate': 2.1947247900941395e-06, 'epoch': 0.54}
{'loss': 0.542, 'learning_rate': 2.1921804766347215e-06, 'epoch': 0.54}
{'loss': 0.5367, 'learning_rate': 2.1896361631753034e-06, 'epoch': 0.54}
{'loss': 0.3796, 'learning_rate': 2.187091849715885e-06, 'epoch': 0.55}
{'loss': 0.9322, 'learning_rate': 2.184547536256467e-06, 'epoch': 0.55}
{'loss': 0.3168, 'learning_rate': 2.1820032227970488e-06, 'epoch': 0.55}
{'loss': 0.574, 'learning_rate': 2.1794589093376307e-06, 'epoch': 0.55}
{'eval_loss': 0.3600018620491028, 'eval_mse': 0.3654132571125068, 'eval_pearson': 0.22571437299198585, 'eval_spearman': 0.06876376337655585, 'eval_auroc': 0.5288791101178892, 'eval_runtime': 19.9839, 'eval_samples_per_second': 1116.35, 'eval_steps_per_second': 17.464, 'epoch': 0.55}
{'loss': 0.4456, 'learning_rate': 2.176914595878212e-06, 'epoch': 0.55}
{'loss': 0.6266, 'learning_rate': 2.174370282418794e-06, 'epoch': 0.55}
{'loss': 0.4284, 'learning_rate': 2.171825968959376e-06, 'epoch': 0.56}
{'loss': 0.4338, 'learning_rate': 2.1692816554999576e-06, 'epoch': 0.56}
{'loss': 0.2453, 'learning_rate': 2.1667373420405395e-06, 'epoch': 0.56}
{'loss': 0.3434, 'learning_rate': 2.1641930285811214e-06, 'epoch': 0.56}
{'loss': 0.3275, 'learning_rate': 2.161648715121703e-06, 'epoch': 0.56}
{'loss': 0.4113, 'learning_rate': 2.159104401662285e-06, 'epoch': 0.56}
{'loss': 0.3792, 'learning_rate': 2.156560088202867e-06, 'epoch': 0.57}
{'loss': 0.705, 'learning_rate': 2.1540157747434483e-06, 'epoch': 0.57}
{'loss': 0.3226, 'learning_rate': 2.1514714612840303e-06, 'epoch': 0.57}
{'loss': 0.5438, 'learning_rate': 2.148927147824612e-06, 'epoch': 0.57}
{'loss': 0.5058, 'learning_rate': 2.1463828343651937e-06, 'epoch': 0.57}
{'loss': 0.6912, 'learning_rate': 2.1438385209057756e-06, 'epoch': 0.57}
{'loss': 0.4518, 'learning_rate': 2.141294207446357e-06, 'epoch': 0.58}
{'loss': 0.3505, 'learning_rate': 2.1387498939869395e-06, 'epoch': 0.58}
{'loss': 0.496, 'learning_rate': 2.136205580527521e-06, 'epoch': 0.58}
{'loss': 0.4349, 'learning_rate': 2.1336612670681025e-06, 'epoch': 0.58}
{'loss': 0.4, 'learning_rate': 2.131116953608685e-06, 'epoch': 0.58}
{'loss': 0.289, 'learning_rate': 2.1285726401492664e-06, 'epoch': 0.58}
{'loss': 0.4533, 'learning_rate': 2.1260283266898483e-06, 'epoch': 0.59}
{'loss': 0.4574, 'learning_rate': 2.1234840132304302e-06, 'epoch': 0.59}
{'loss': 0.2665, 'learning_rate': 2.1209396997710117e-06, 'epoch': 0.59}
{'loss': 0.2366, 'learning_rate': 2.1183953863115937e-06, 'epoch': 0.59}
{'loss': 0.5256, 'learning_rate': 2.1158510728521756e-06, 'epoch': 0.59}
{'eval_loss': 0.35919907689094543, 'eval_mse': 0.3646115925851521, 'eval_pearson': 0.2210211023749198, 'eval_spearman': 0.06981406749861549, 'eval_auroc': 0.5296600119884356, 'eval_runtime': 19.9855, 'eval_samples_per_second': 1116.257, 'eval_steps_per_second': 17.463, 'epoch': 0.59}
{'loss': 0.3341, 'learning_rate': 2.113306759392757e-06, 'epoch': 0.59}
{'loss': 0.4305, 'learning_rate': 2.110762445933339e-06, 'epoch': 0.6}
{'loss': 0.2882, 'learning_rate': 2.1082181324739206e-06, 'epoch': 0.6}
{'loss': 0.5071, 'learning_rate': 2.105673819014503e-06, 'epoch': 0.6}
{'loss': 0.7439, 'learning_rate': 2.1031295055550844e-06, 'epoch': 0.6}
{'loss': 0.4256, 'learning_rate': 2.100585192095666e-06, 'epoch': 0.6}
{'loss': 0.357, 'learning_rate': 2.0980408786362483e-06, 'epoch': 0.6}
{'loss': 0.4362, 'learning_rate': 2.09549656517683e-06, 'epoch': 0.61}
{'loss': 0.3818, 'learning_rate': 2.0929522517174117e-06, 'epoch': 0.61}
{'loss': 0.5574, 'learning_rate': 2.0904079382579937e-06, 'epoch': 0.61}
{'loss': 0.4032, 'learning_rate': 2.087863624798575e-06, 'epoch': 0.61}
{'loss': 0.159, 'learning_rate': 2.085319311339157e-06, 'epoch': 0.61}
{'loss': 0.2822, 'learning_rate': 2.0827749978797386e-06, 'epoch': 0.61}
{'loss': 0.3397, 'learning_rate': 2.0802306844203205e-06, 'epoch': 0.62}
{'loss': 0.342, 'learning_rate': 2.0776863709609025e-06, 'epoch': 0.62}
{'loss': 0.2673, 'learning_rate': 2.075142057501484e-06, 'epoch': 0.62}
{'loss': 0.5345, 'learning_rate': 2.0725977440420663e-06, 'epoch': 0.62}
{'loss': 0.4925, 'learning_rate': 2.070053430582648e-06, 'epoch': 0.62}
{'loss': 0.3261, 'learning_rate': 2.0675091171232294e-06, 'epoch': 0.62}
{'loss': 0.5373, 'learning_rate': 2.0649648036638117e-06, 'epoch': 0.63}
{'loss': 0.5428, 'learning_rate': 2.0624204902043932e-06, 'epoch': 0.63}
{'loss': 0.6443, 'learning_rate': 2.059876176744975e-06, 'epoch': 0.63}
{'loss': 0.4755, 'learning_rate': 2.0573318632855567e-06, 'epoch': 0.63}
{'loss': 0.4408, 'learning_rate': 2.0547875498261386e-06, 'epoch': 0.63}
{'loss': 0.2049, 'learning_rate': 2.0522432363667205e-06, 'epoch': 0.63}
{'eval_loss': 0.35947591066360474, 'eval_mse': 0.36491061154409693, 'eval_pearson': 0.2331347231086935, 'eval_spearman': 0.06909990904414144, 'eval_auroc': 0.5289314243464134, 'eval_runtime': 19.9752, 'eval_samples_per_second': 1116.833, 'eval_steps_per_second': 17.472, 'epoch': 0.63}
{'loss': 0.371, 'learning_rate': 2.049698922907302e-06, 'epoch': 0.64}
{'loss': 0.8106, 'learning_rate': 2.047154609447884e-06, 'epoch': 0.64}
{'loss': 0.367, 'learning_rate': 2.044610295988466e-06, 'epoch': 0.64}
{'loss': 0.3858, 'learning_rate': 2.0420659825290474e-06, 'epoch': 0.64}
{'loss': 0.6308, 'learning_rate': 2.0395216690696298e-06, 'epoch': 0.64}
{'loss': 0.5916, 'learning_rate': 2.0369773556102113e-06, 'epoch': 0.64}
{'loss': 0.4332, 'learning_rate': 2.0344330421507928e-06, 'epoch': 0.65}
{'loss': 0.5441, 'learning_rate': 2.031888728691375e-06, 'epoch': 0.65}
{'loss': 0.2643, 'learning_rate': 2.0293444152319567e-06, 'epoch': 0.65}
{'loss': 0.4241, 'learning_rate': 2.0268001017725386e-06, 'epoch': 0.65}
{'loss': 0.4785, 'learning_rate': 2.02425578831312e-06, 'epoch': 0.65}
{'loss': 0.8442, 'learning_rate': 2.021711474853702e-06, 'epoch': 0.66}
{'loss': 0.4557, 'learning_rate': 2.019167161394284e-06, 'epoch': 0.66}
{'loss': 0.3677, 'learning_rate': 2.0166228479348655e-06, 'epoch': 0.66}
{'loss': 0.3451, 'learning_rate': 2.0140785344754474e-06, 'epoch': 0.66}
{'loss': 0.4844, 'learning_rate': 2.0115342210160293e-06, 'epoch': 0.66}
{'loss': 0.5317, 'learning_rate': 2.008989907556611e-06, 'epoch': 0.66}
{'loss': 0.5491, 'learning_rate': 2.0064455940971928e-06, 'epoch': 0.67}
{'loss': 0.3592, 'learning_rate': 2.0039012806377747e-06, 'epoch': 0.67}
{'loss': 0.6428, 'learning_rate': 2.0013569671783562e-06, 'epoch': 0.67}
{'loss': 0.6505, 'learning_rate': 1.998812653718938e-06, 'epoch': 0.67}
{'loss': 0.705, 'learning_rate': 1.99626834025952e-06, 'epoch': 0.67}
{'loss': 0.3647, 'learning_rate': 1.9937240268001016e-06, 'epoch': 0.67}
{'loss': 0.4591, 'learning_rate': 1.9911797133406835e-06, 'epoch': 0.68}
{'loss': 0.2979, 'learning_rate': 1.9886353998812655e-06, 'epoch': 0.68}
{'eval_loss': 0.35745614767074585, 'eval_mse': 0.36306273080433116, 'eval_pearson': 0.23648278114615637, 'eval_spearman': 0.06840367007457532, 'eval_auroc': 0.5277307273842214, 'eval_runtime': 19.9588, 'eval_samples_per_second': 1117.754, 'eval_steps_per_second': 17.486, 'epoch': 0.68}
{'loss': 0.4377, 'learning_rate': 1.9860910864218474e-06, 'epoch': 0.68}
{'loss': 0.5683, 'learning_rate': 1.983546772962429e-06, 'epoch': 0.68}
{'loss': 0.7404, 'learning_rate': 1.981002459503011e-06, 'epoch': 0.68}
{'loss': 0.626, 'learning_rate': 1.9784581460435928e-06, 'epoch': 0.68}
{'loss': 0.7833, 'learning_rate': 1.9759138325841743e-06, 'epoch': 0.69}
{'loss': 0.5901, 'learning_rate': 1.973369519124756e-06, 'epoch': 0.69}
{'loss': 0.4703, 'learning_rate': 1.970825205665338e-06, 'epoch': 0.69}
{'loss': 0.4204, 'learning_rate': 1.9682808922059196e-06, 'epoch': 0.69}
{'loss': 0.28, 'learning_rate': 1.9657365787465016e-06, 'epoch': 0.69}
{'loss': 0.3061, 'learning_rate': 1.9631922652870835e-06, 'epoch': 0.69}
{'loss': 0.5563, 'learning_rate': 1.960647951827665e-06, 'epoch': 0.7}
{'loss': 0.3166, 'learning_rate': 1.958103638368247e-06, 'epoch': 0.7}
{'loss': 0.4217, 'learning_rate': 1.955559324908829e-06, 'epoch': 0.7}
{'loss': 0.525, 'learning_rate': 1.953015011449411e-06, 'epoch': 0.7}
{'loss': 0.6481, 'learning_rate': 1.9504706979899923e-06, 'epoch': 0.7}
{'loss': 0.9355, 'learning_rate': 1.9479263845305743e-06, 'epoch': 0.7}
{'loss': 0.465, 'learning_rate': 1.945382071071156e-06, 'epoch': 0.71}
{'loss': 0.415, 'learning_rate': 1.9428377576117377e-06, 'epoch': 0.71}
{'loss': 0.3122, 'learning_rate': 1.9402934441523196e-06, 'epoch': 0.71}
{'loss': 0.4037, 'learning_rate': 1.9377491306929016e-06, 'epoch': 0.71}
{'loss': 0.2728, 'learning_rate': 1.935204817233483e-06, 'epoch': 0.71}
{'loss': 0.2399, 'learning_rate': 1.932660503774065e-06, 'epoch': 0.71}
{'loss': 0.4083, 'learning_rate': 1.930116190314647e-06, 'epoch': 0.72}
{'loss': 0.2545, 'learning_rate': 1.9275718768552284e-06, 'epoch': 0.72}
{'loss': 0.5378, 'learning_rate': 1.9250275633958104e-06, 'epoch': 0.72}
{'eval_loss': 0.3577742278575897, 'eval_mse': 0.3633658977998128, 'eval_pearson': 0.24211439167763144, 'eval_spearman': 0.0682031940491882, 'eval_auroc': 0.527339103972015, 'eval_runtime': 19.9674, 'eval_samples_per_second': 1117.271, 'eval_steps_per_second': 17.478, 'epoch': 0.72}
{'loss': 0.4358, 'learning_rate': 1.9224832499363923e-06, 'epoch': 0.72}
{'loss': 0.5458, 'learning_rate': 1.9199389364769742e-06, 'epoch': 0.72}
{'loss': 0.3387, 'learning_rate': 1.9173946230175557e-06, 'epoch': 0.72}
{'loss': 0.7638, 'learning_rate': 1.9148503095581373e-06, 'epoch': 0.73}
{'loss': 0.3044, 'learning_rate': 1.9123059960987196e-06, 'epoch': 0.73}
{'loss': 0.311, 'learning_rate': 1.909761682639301e-06, 'epoch': 0.73}
{'loss': 0.3059, 'learning_rate': 1.9072173691798828e-06, 'epoch': 0.73}
{'loss': 0.51, 'learning_rate': 1.904673055720465e-06, 'epoch': 0.73}
{'loss': 0.4456, 'learning_rate': 1.9021287422610467e-06, 'epoch': 0.73}
{'loss': 0.6581, 'learning_rate': 1.8995844288016282e-06, 'epoch': 0.74}
{'loss': 0.4437, 'learning_rate': 1.8970401153422104e-06, 'epoch': 0.74}
{'loss': 0.3036, 'learning_rate': 1.894495801882792e-06, 'epoch': 0.74}
{'loss': 0.5679, 'learning_rate': 1.8919514884233738e-06, 'epoch': 0.74}
{'loss': 0.3145, 'learning_rate': 1.8894071749639557e-06, 'epoch': 0.74}
{'loss': 0.748, 'learning_rate': 1.8868628615045374e-06, 'epoch': 0.74}
{'loss': 0.3552, 'learning_rate': 1.8843185480451192e-06, 'epoch': 0.75}
{'loss': 0.4507, 'learning_rate': 1.8817742345857009e-06, 'epoch': 0.75}
{'loss': 0.5326, 'learning_rate': 1.8792299211262828e-06, 'epoch': 0.75}
{'loss': 0.6165, 'learning_rate': 1.8766856076668645e-06, 'epoch': 0.75}
{'loss': 0.582, 'learning_rate': 1.8741412942074463e-06, 'epoch': 0.75}
{'loss': 0.4596, 'learning_rate': 1.8715969807480284e-06, 'epoch': 0.75}
{'loss': 0.3699, 'learning_rate': 1.86905266728861e-06, 'epoch': 0.76}
{'loss': 0.5076, 'learning_rate': 1.8665083538291916e-06, 'epoch': 0.76}
{'loss': 0.3136, 'learning_rate': 1.8639640403697738e-06, 'epoch': 0.76}
{'loss': 0.7892, 'learning_rate': 1.8614197269103555e-06, 'epoch': 0.76}
{'eval_loss': 0.35757115483283997, 'eval_mse': 0.36309590196091135, 'eval_pearson': 0.24549418137742804, 'eval_spearman': 0.06969943595532685, 'eval_auroc': 0.5280662290397184, 'eval_runtime': 19.9729, 'eval_samples_per_second': 1116.961, 'eval_steps_per_second': 17.474, 'epoch': 0.76}
{'loss': 0.467, 'learning_rate': 1.8588754134509372e-06, 'epoch': 0.76}
{'loss': 0.5623, 'learning_rate': 1.856331099991519e-06, 'epoch': 0.77}
{'loss': 0.2483, 'learning_rate': 1.8537867865321009e-06, 'epoch': 0.77}
{'loss': 0.2517, 'learning_rate': 1.8512424730726826e-06, 'epoch': 0.77}
{'loss': 0.3476, 'learning_rate': 1.8486981596132643e-06, 'epoch': 0.77}
{'loss': 0.2565, 'learning_rate': 1.8461538461538462e-06, 'epoch': 0.77}
{'loss': 0.3719, 'learning_rate': 1.843609532694428e-06, 'epoch': 0.77}
{'loss': 0.5894, 'learning_rate': 1.8410652192350097e-06, 'epoch': 0.78}
{'loss': 0.2549, 'learning_rate': 1.8385209057755918e-06, 'epoch': 0.78}
{'loss': 0.5852, 'learning_rate': 1.8359765923161733e-06, 'epoch': 0.78}
{'loss': 0.412, 'learning_rate': 1.833432278856755e-06, 'epoch': 0.78}
{'loss': 0.724, 'learning_rate': 1.8308879653973372e-06, 'epoch': 0.78}
{'loss': 0.5099, 'learning_rate': 1.828343651937919e-06, 'epoch': 0.78}
{'loss': 0.3947, 'learning_rate': 1.8257993384785006e-06, 'epoch': 0.79}
{'loss': 0.5176, 'learning_rate': 1.8232550250190822e-06, 'epoch': 0.79}
{'loss': 0.3262, 'learning_rate': 1.8207107115596643e-06, 'epoch': 0.79}
{'loss': 0.3829, 'learning_rate': 1.818166398100246e-06, 'epoch': 0.79}
{'loss': 0.4437, 'learning_rate': 1.8156220846408277e-06, 'epoch': 0.79}
{'loss': 0.2424, 'learning_rate': 1.8130777711814097e-06, 'epoch': 0.79}
{'loss': 0.4381, 'learning_rate': 1.8105334577219914e-06, 'epoch': 0.8}
{'loss': 0.4993, 'learning_rate': 1.8079891442625731e-06, 'epoch': 0.8}
{'loss': 0.386, 'learning_rate': 1.805444830803155e-06, 'epoch': 0.8}
{'loss': 0.3809, 'learning_rate': 1.8029005173437368e-06, 'epoch': 0.8}
{'loss': 0.4678, 'learning_rate': 1.8003562038843185e-06, 'epoch': 0.8}
{'loss': 0.3831, 'learning_rate': 1.7978118904249002e-06, 'epoch': 0.8}
{'eval_loss': 0.3567712903022766, 'eval_mse': 0.362478828808008, 'eval_pearson': 0.23175159053868685, 'eval_spearman': 0.07041388163904902, 'eval_auroc': 0.5282930368456396, 'eval_runtime': 19.9707, 'eval_samples_per_second': 1117.085, 'eval_steps_per_second': 17.476, 'epoch': 0.8}
{'loss': 0.5981, 'learning_rate': 1.7952675769654824e-06, 'epoch': 0.81}
{'loss': 0.2076, 'learning_rate': 1.7927232635060639e-06, 'epoch': 0.81}
{'loss': 0.3741, 'learning_rate': 1.7901789500466456e-06, 'epoch': 0.81}
{'loss': 0.4272, 'learning_rate': 1.7876346365872277e-06, 'epoch': 0.81}
{'loss': 0.8471, 'learning_rate': 1.7850903231278094e-06, 'epoch': 0.81}
{'loss': 0.4655, 'learning_rate': 1.7825460096683912e-06, 'epoch': 0.81}
{'loss': 0.9467, 'learning_rate': 1.780001696208973e-06, 'epoch': 0.82}
{'loss': 0.336, 'learning_rate': 1.7774573827495548e-06, 'epoch': 0.82}
{'loss': 0.3773, 'learning_rate': 1.7749130692901365e-06, 'epoch': 0.82}
{'loss': 0.5519, 'learning_rate': 1.7723687558307183e-06, 'epoch': 0.82}
{'loss': 0.3195, 'learning_rate': 1.7698244423713002e-06, 'epoch': 0.82}
{'loss': 0.5298, 'learning_rate': 1.767280128911882e-06, 'epoch': 0.82}
{'loss': 0.3874, 'learning_rate': 1.7647358154524636e-06, 'epoch': 0.83}
{'loss': 0.2749, 'learning_rate': 1.7621915019930458e-06, 'epoch': 0.83}
{'loss': 0.5363, 'learning_rate': 1.7596471885336273e-06, 'epoch': 0.83}
{'loss': 0.4405, 'learning_rate': 1.757102875074209e-06, 'epoch': 0.83}
{'loss': 0.2493, 'learning_rate': 1.7545585616147912e-06, 'epoch': 0.83}
{'loss': 0.4039, 'learning_rate': 1.7520142481553729e-06, 'epoch': 0.83}
{'loss': 0.2701, 'learning_rate': 1.7494699346959546e-06, 'epoch': 0.84}
{'loss': 0.3005, 'learning_rate': 1.7469256212365365e-06, 'epoch': 0.84}
{'loss': 0.3173, 'learning_rate': 1.7443813077771182e-06, 'epoch': 0.84}
{'loss': 0.4347, 'learning_rate': 1.7418369943177e-06, 'epoch': 0.84}
{'loss': 0.6615, 'learning_rate': 1.7392926808582817e-06, 'epoch': 0.84}
{'loss': 0.4454, 'learning_rate': 1.7367483673988636e-06, 'epoch': 0.84}
{'loss': 0.4436, 'learning_rate': 1.7342040539394453e-06, 'epoch': 0.85}
{'eval_loss': 0.35561755299568176, 'eval_mse': 0.36140865648372245, 'eval_pearson': 0.24110521897205278, 'eval_spearman': 0.07025612179835392, 'eval_auroc': 0.5287913274548537, 'eval_runtime': 19.9721, 'eval_samples_per_second': 1117.007, 'eval_steps_per_second': 17.474, 'epoch': 0.85}
{'loss': 0.7741, 'learning_rate': 1.731659740480027e-06, 'epoch': 0.85}
{'loss': 0.4473, 'learning_rate': 1.729115427020609e-06, 'epoch': 0.85}
{'loss': 0.3315, 'learning_rate': 1.7265711135611907e-06, 'epoch': 0.85}
{'loss': 0.3967, 'learning_rate': 1.7240268001017724e-06, 'epoch': 0.85}
{'loss': 0.5033, 'learning_rate': 1.7214824866423546e-06, 'epoch': 0.85}
{'loss': 0.4064, 'learning_rate': 1.7189381731829363e-06, 'epoch': 0.86}
{'loss': 0.4464, 'learning_rate': 1.716393859723518e-06, 'epoch': 0.86}
{'loss': 0.4829, 'learning_rate': 1.7138495462640995e-06, 'epoch': 0.86}
{'loss': 0.6284, 'learning_rate': 1.7113052328046817e-06, 'epoch': 0.86}
{'loss': 0.5583, 'learning_rate': 1.7087609193452634e-06, 'epoch': 0.86}
{'loss': 0.6336, 'learning_rate': 1.7062166058858451e-06, 'epoch': 0.86}
{'loss': 0.3103, 'learning_rate': 1.703672292426427e-06, 'epoch': 0.87}
{'loss': 0.4091, 'learning_rate': 1.7011279789670088e-06, 'epoch': 0.87}
{'loss': 0.4855, 'learning_rate': 1.6985836655075905e-06, 'epoch': 0.87}
{'loss': 0.352, 'learning_rate': 1.6960393520481724e-06, 'epoch': 0.87}
{'loss': 0.3518, 'learning_rate': 1.6934950385887541e-06, 'epoch': 0.87}
{'loss': 0.232, 'learning_rate': 1.6909507251293359e-06, 'epoch': 0.88}
{'loss': 0.2918, 'learning_rate': 1.688406411669918e-06, 'epoch': 0.88}
{'loss': 0.2878, 'learning_rate': 1.6858620982104997e-06, 'epoch': 0.88}
{'loss': 0.4332, 'learning_rate': 1.6833177847510812e-06, 'epoch': 0.88}
{'loss': 0.2566, 'learning_rate': 1.680773471291663e-06, 'epoch': 0.88}
{'loss': 0.313, 'learning_rate': 1.678229157832245e-06, 'epoch': 0.88}
{'loss': 0.4403, 'learning_rate': 1.6756848443728268e-06, 'epoch': 0.89}
{'loss': 0.5236, 'learning_rate': 1.6731405309134085e-06, 'epoch': 0.89}
{'loss': 0.4388, 'learning_rate': 1.6705962174539905e-06, 'epoch': 0.89}
{'eval_loss': 0.35551953315734863, 'eval_mse': 0.3613041419084338, 'eval_pearson': 0.24517418791327433, 'eval_spearman': 0.07155808954218128, 'eval_auroc': 0.5293522670119513, 'eval_runtime': 19.9844, 'eval_samples_per_second': 1116.32, 'eval_steps_per_second': 17.464, 'epoch': 0.89}
{'loss': 0.4694, 'learning_rate': 1.6680519039945722e-06, 'epoch': 0.89}
{'loss': 0.2734, 'learning_rate': 1.665507590535154e-06, 'epoch': 0.89}
{'loss': 0.4283, 'learning_rate': 1.6629632770757358e-06, 'epoch': 0.89}
{'loss': 0.3313, 'learning_rate': 1.6604189636163176e-06, 'epoch': 0.9}
{'loss': 0.3517, 'learning_rate': 1.6578746501568993e-06, 'epoch': 0.9}
{'loss': 0.3811, 'learning_rate': 1.655330336697481e-06, 'epoch': 0.9}
{'loss': 0.5605, 'learning_rate': 1.6527860232380632e-06, 'epoch': 0.9}
